Estonian word,Slovak word
kollektiivne,kolektívne
kollektiivne hagi,kolektívna akcia
kollektiivselt,kolektívne
kollektiviseerima,kolektivizována
kollektiviseerimine,kolektivizácia
kollektivism,kolektivizmus
kollektivist,kollektivist
kollektor,zberateľ
kollektsionäär,zberateľ
kollektsioon,zbierka
kollektsiooni ehe,zbierka šperkov
kollektsiooni hooldaja,kolekcia udržovateľ
kolli,kólia
kolli tegema,urobiť veľa
kollimaator,kolimátor
kollimatsioon,monštrum klin
kollisioon,kolízne normy
kolloid,koloidné
kolloid-,koloidné
kollokatsioon,kolokácie
kolloodium,kolódium
kolm,tri
kolm korda,trikrát
kolmanda astme,tretí stupeň
kolmandaks,za tretie
kolmandane,terciárne
kolmapäev,streda
kolmas,tretina
kolmas nimi,tretie meno
kolme aasta tagant korduv,opakuje sa každé tri roky
kolmeaastane,tri roky
kolmekordistama,trojaký
kolmekordne,trojitý
kolmeks jagama,na tri
kolmekümnekahendiknoot,tridsaťdva noty
kolmekümnes,tridsiaty
kolmemastiline kuunar,trojstĺpový škuner
kolmemõõtmeline,trojrozmerný
kolmend-,kolmend-
kolmene grupp,skupina tri
kolmepoolne,trojstranný
kolmerattaline jalgratas,trojkolka
kolmesaja-aastane periood,tristo rokov
kolmesajas aastapäev,tristo výročie
kolmeteistkümnes,trinásty
kolmevalentne,trivalent
kolmhark,trojzubec
kolmik,trio
kolmik-,trojitý
kolmiklill,trojitý kvet
kolmjalg,statív
kolmkümmend,tridsať
kolmnurk,trojuholník
kolmnurkne,trojuholníkový
kolmteist,trinásť
kolmveerand-,tri štvrtiny
kolofoon,kolofónia
kolonaad,kolonaad
kolonel,plukovník
koloniaal-,koloniálnej
kolonialism,kolonializmus
kolonialist,kolonialistov
kolonialistlik,kolonialistov
kolonisaator,kolonizátor
koloniseerima,kolonizovať
koloniseerimine,kolonizácia
kolonist,kolonista
kolonn,stĺp
koloonia,kolónie
koloriit,sfarbenie
koloss,kolos
kolossaalne,kolosálny
kolp,lebka
kolt,kolt
koltunud,zažltnutý
kolu,násypka
kolumbaarium,kolumbárium
kolumbialane,Kolumbia
kolumbium,columbium
kolumn,fejtonista
kolumnist,fejtonista
kolvike,UAA
koma,čiarka
komandanditund,zákaz vychádzania
komandör,veliteľ
kombain,kombajn
kombatav,zrejmý
kombatavus,hmatateľnosť
kombed,správanie
kombekalt,slušne
kombekas,spôsobne
kombekohaselt,ako obvykle
kombekohasus,konvenčnosť
kombekus,s rešpektom
kombelõtv,samopašný
komberdama,zakopnutia
kombestik,colné
kombetalitus,obvyklá služba
kombetu,hrubý
kombinatsioon,kombinácie
kombinatsioon-,kombinovaná
kombinee,pošmyknutia
kombineeruma,kombinovať
kombineeruv,v kombinácii s
kombinesoon,kombinéza
kombitav,taktilnej
kombitavus,hmatateľnosť
kombits,tykadlo
komeet,kométa
komisjon,provízia
komisjoni liige,Člen Komisie
komissar,komisár
komistama,zakopnutia
komitee,výbor
komme,zvyk
kommentaar,komentár
kommentaator,komentátor
kommenteerima,komentovať
kommerts-,komerčný
kommertsialiseerimine,komercializácie
kommid,cukríky
kommipood,cukrárstvo
kommu,Komm
kommunaalne,komunálne
kommunikatsioon,komunikácia
kommunism,komunizmus
kommunist,komunistický
kommunistlik,komunistický
kommutaator,prepínač
kommutatiivne,komutatívne
kommutatsioon,spínacie
kommuteerimine,spínacie
kommuun,komúna
kommünikee,komuniké
kompaktne,kompaktné
kompaktsus,hutnosť
kompanii,spoločnosť
kompanjon,spoločník
komparatiivne,porovnávacie
kompass,kompas
kompassialus,kompasová loď
kompassinõel,kompasová ihla
kompensatsioon,odškodnenie
kompenseerima,kompenzovať
kompenseeritud,kompenzovaná
kompetentne,kompetentní
kompetentselt,kompetentne
kompetentsus,odbornosť
kompilaator,prekladač
kompilatsioon,zostavenie
kompileerima,zostaviť
kompileerimine,zostavenie
kompimis-,taktilnej
kompimismeele-,kompimismeele-
kompleks,komplexné
kompleksne,komplexné
komplekt,výstroj
komplementaarne,komplementárne
komplikatsioon,komplikácie
kompliment,kompliment
komplimenti tegema,pokloniť sa
komplitseerima,zavádzať komplikácie
komplitseerimine,komplikovanom
komplitseeritud,komplikovaný
komponeerima,komponovať
komponent,komponentov
komposiit,zložený
komposiit-,zložený
kompositsioon,zloženie
kompost,kompost
komposteerima,punč
kompott,kompót
kompress,komprimovať
kompressor,kompresor
kompromiss,kompromis
kompromissile minema,kompromis
kompromissitu,nekompromisný
komps,lup
kompvek,dobrota
komödiandi sandaal,Komandiansky sandál
komöödia,komédia
konarlik,hrubý
kondensaat,kondenzát
kondensaator,kondenzátor
kondensatsioon,kondenzácie
kondenseerima,kondenzovať
kondenseeriv,kondenzačná
kondenseeruma,kondenzovať
kondenseerumispunkt,kondenzačný bod
kondiiter,cukrár
kondiitritoode,pečivo
kondiitritooted,cukrovinky
kondiitriäri,cukráreň
kondikava kirjutaja,spisovateľ skeletu
kondikubu,kostná kocka
kondine,kostnatý
kondisaagija,kondisaagija
konditsionaal,klimatizácia
konditsionaalne,podmieňovací
konditsioneer,klimatizácia
konditsioneerimine,klimatizácia
konditsioneeritud õhuga,klimatizovaný
konditustama,VYKOSŤOVANIE
kondiväänaja,ohýbačka kostí
kondoom,kondóm
kondor,kondor
kondriit,chondrid
konduktor,vodič
konfessioon,vyznanie
konfidentsiaalne,dôverný
konfidentsiaalsus,diskrétnosť
konfiguratsioon,konfigurácia
konfirmatsioon,potvrdenie
konfiskeerima,konfiškovať
konfiskeerimine,konfiškácia
konflikt,konflikt
konformism,prispôsobivosť
konformist,konformista
konformistlik,konformista
konfrontatsioon,konfrontácie
konföderatsioon,konfederácie
kong,bunka
kongeniaalne,vrodený
kongeniaalsus,kongeniaalsus
kongestioon,zahlteniu
kongikaaslane,spoluväzeň
konglomeraat,konglomerát
kongolane,konžská
kongregatsioon,kongregácie
kongresmän,poslanec
kongress,zjazd
kongressi-,Kongres
kongressiliige,congresswoman
kongruentne,zhodný
kongruents,zhoda
koni,pažba
konjak,koňak
konjunktiiv,konjunktív
konjunktsioon,spojka
konjunktuur,zhoda
konjunktuurne,cyklický
konkatenatsioon,zreťazenie
konklaav,konkláve
konkordants,súlad
konkreetne,špecifický
konkreetne kuju,špecifický tvar
konkreetsemalt öeldes,konkrétnejšie
konkreetsus,konkrétnosť
konkretsioon,konkretsioon
konks,háčik
konksuga,s háčikom
konksus,zahnutý
konkubiin,konkubína
konkureerima,súťažiť
konkurent,konkurent
konkurents,súťaž
konkurentsivõime,konkurencieschopnosť
konkurentsivõimeline,konkurenčné
konn,žaba
konnasilm,kukuričné oko
konossement,konosament
konsensus,súhlas
konsensuse alusel,na základe konsenzu
konserv-,konzervované
konservant,konzervačné
konservatiiv,konzervatívny
konservatiivne,konzervatívny
konservatiivselt,konzervatívne
konservatism,konzervativizmus
konservatoorium,konzervatórium
konserveerima,zachovať
konserveerimine,konzervovanie
konserveeritud,konzervovaný
konservi-,konservi-
konservikarbiavaja,otvárač na konzervy
konservima,konzerváreň
konservitsehh,konservitsehh
konsignaator,konsignaator
konsignant,odosielateľ
konsistents,konzistencia
konsolideeritud,konsolidovaný
konsolideeruma,konsolidovať
konsolideerumine,konsolidácia
konsomee,consommé
konsonant,spoluhláska
konsool,konzola
konsortsium,konzorcium
konspekt,zhrnutie
konspiraator,konspiraator
konspireerima,konspireerima
konstaabel,strážnik
konstant,konštantný
konstantne,konštantný
konstantse rõhuga,s konštantným tlakom
konstantselt,nepretržite
konstantsus,stálosť
konstellatsioon,súhvezdí
konstitutsionalism,constitutionalism
konstitutsioon,ústava
konstitutsiooniline,ústavné
konstitutsiooniline monarhia,ústavná monarchia
konstrueerima,konštruovať
konstruktiivne,konštruktívny
konstruktivism,konštruktivizmus
konstruktor,staviteľ
konstruktsioon,dizajn
konstruktsiooni-,výstavba
konsul,konzul
konsulaar-,konzulárne
konsulaat,konzulát
konsuli,konzul
konsultant,konzultant
konsultatsioon,konzultácie
konsulteerima,konzultovať
kont,kosť
kontakt,kontakt
konteiner,kontajner
kontekst,kontext
konteksti-,kontextovo
kontekstis,v kontexte
kontekstuaalne,kontextový
kontekstuaalselt,kontextovo
kontiinum,kontinuum
kontimurdev,vyčerpávajúci
kontinent,svetadiel
kontinentaalne,kontinentálne
kontingent,kontingent
kontinuiteet,kontinuita
konto,účet
kontori-,kňazský
kontot miinusesse ajama,mínus váš účet
kontra-,s počítadlom
kontrabass,kontrabas
kontrabassimängija,dvojitý basový prehrávač
kontraforss,kontraforss
kontraktsioon,kontrakcie
kontrapunkt,kontrapunkt
kontrapunkti,kontrapunkt
kontrast,kontrastovať
kontributsioon,odškodnenie
kontroll,inšpekcia
kontroller,kontrolór
kontrolli all,pod kontrolou
kontrolli all hoidmine,ovládanie
kontrolli alt väljunud,mimo kontroly
kontrollija,inšpektor
kontrollima,skontrolovať
kontrollimatu,neovládateľný
kontrollimine,kontrola
kontrollitav,riaditeľný
kontrollitud,riadené
kontrolliv,ovládanie
kontrollkell,kontrolné hodiny
kontrollkonts,kontrolný účet
kontrolltöö,testovacie práce
kontrolör,kontrolór
kontrrevolutsioon,kontrarevolúcie
konts,zvyšok
kontsaraud,päta
kontsentraat,koncentrát
kontsentratsioon,sústredenie
kontsentreeritud,koncentrovaný
kontsentreeruma,koncentrát
kontsentriline,koncentrický
kontsentrilisus,centrovanie
kontseptsioon,poňatie
kontseptuaalne,koncepčný
kontsern,znepokojenie
kontsert,koncert
kontsessioon,ústupok
kontsluu,talus
kontuur,obrys
konveier,dopravník
konveierilint,dopravný pás
konveksne,konvexné
konvektor,konvektor
konvektsioon,prúdenie
konvent,dohovor
konventsionaalne,konvenčné
konventsionaalselt,konvenčne
konventsioon,dohovor
konverents,konferencie
konvergentne,zbiehavý
konvergents,konvergencie
konverteeritav,kabriolet
konverter,konvertor
konvoeerima,konvoj
konvoi,konvoj
koobalt,kobalt
koobas,jaskyne
koobastik,jaskyne
kood,kód
koodeks,kód
koogitainas,cesto na tortu
koogivorm,forma koláča
koogutama,podriadenosť
kook,torta
kookon,kokon
kookonisse mähkima,zabaliť do kokon
kookospalm,kokosová palma
kookospähkel,kokosový orech
kooku keetma,varíme tortu
kool,školské
koola,kolesá
koole,zakrivenie
koolera,cholera
koolibri,kolibrík
koolik,koľkých
koolikaaslane,schoolmate
koolilaps,školské dieťa
koolilapsed,školáci
koolipoiss,školák
koolist puudumine,neprítomnosť v škole
koolisõiduväljak,školské ihrisko
koolitahvel,tabuľa
koolitama,vlak
koolitus,výcvik
koolitüdruk,školáčka
koolivaheaeg,školské prázdniny
koolivend,školský brat
koolkond,školské
koolmekohast üle minema,presunúť sa zo školy do školy
koolmekoht,miesto školy
koolnulik,mŕtvi
koolnuvaatlus,školské pozorovanie
koolon,hrubé črevo
koolrabi,škola rabín
koolutis,ohyb
kooma,kóma
koomas,v kóme
koomik,komik
koomika,humor
koomiks,komický
koomiksiriba,komiksový prúžok
koomiline,komický
koon,ňufák
koonal,vlákno Vlečné
koond,zhrnutie
koond-,zhrnúť
koondama,ohnisko
koondamine,nadbytok
koondamishüvitis,odstupné
koondatud,redundantné
koondav,agregativních
koonduma,sústrediť sa
koondumine,sústredenie
koondumispunkt,koncentračný bod
koonduslaager,koncentračný tábor
koonduv,zbiehavý
koonduvus,konvergencie
koondväljaanne,konsolidované vydanie
koonerdama,prehnane šetriť
kooniline,kužeľovitý
kooniliselt,kónicky
koonus,kužeľ
koonuse lõige,kónická sekcia
koonusekujuline,zúženej
koonusjas,zúženej
koopaorav,veverička
kooperatiivne,družstevné
kooperatsioon,kooperatsioon
koopia,kópie
koopiamasin,kopírka
koopula,kopula
koor,krém
koordinaat,koordinovať
koordinatsioon,koordinácia
koordineerija,koordinátor
koordineerima,koordinovať
koordineeritud,koordinovať
koore-,kortikálnej
koorega,so smotanou
koorekiht,krémová vrstva
koorem,zaťaženie
koorene,smotanový
koori-,zborový
koorik,chrasta
koorikloom,kôrovec
koorikuga kaetud,chrumkavý
koorikuga kattuma,kôra prekrytie
koorikuga kattumine,kôra sa prekrýva
koorilaul,zborová pieseň
koorilaulja,speváčka zborov
koorimata,škrupina
koorimata riis,nelúpaná ryža
koorimine,peeling
koorimislabidas,peelingový rýľ
kooripealne,nad kôrou
kooripoiss,chlapecký zbor
kooris,zbor
kooris ütlema,v zbore
kooritud,lúpaný
kooritud piim,odstredené mlieko
koormaga,zaťaženie
koormama,Cumber
koormamata,nezadlžené
koormat seljast võtma,znášať bremeno
koormav,obtiažny
koormis,päta oblúka
koormus,zaťaženie
koort maha tõmbama,olúpať krém
kooruke,kôra
kooruma,kôra
koorunud,vyliahli
koos,spolu
koos esinema,hrať spolu
koos kulgev,beží spolu
koos sellega,s tým
koos tegutsema,konať spoločne
koos töötlema,spolupracovať
koosekans,kosekans
kooseksisteerimine,koexistencia
kooselu,spolužitie
kooselu alustama,začnite spolu žiť
kooselu-,spolužitie
koosesinemine,s prítomnosťou
koosinus,kosínus
koosistumine,nábytkom
kooskõla,harmónia
kooskõlaline,harmonický
kooskõlas,v súlade s
kooskõlas olev,v súlade s postupom
kooskõlastama,koordinovať
kooskõlastamine,koordinácia
kooskõlastatud,dohodnuté
kooskõlla viima,zarovnať
kooskõlla viimine,vyrovnanie
koosmõju,interakcie
koosnema,pozostávať z
koosnev,pozostávajúce z
koosolek,stretnutie
koosolekusaal,konferenčná miestnosť
koosseis,zloženie
koosseisu lülitamine,spínacie prostriedok
koost lahti võtma,rozobrať
koostaja,prekladač
koostama,zostaviť
koostamine,zostavenie
koostatud,pripravil
kooste,zostava
koosteliin,montážna linka
koostis-,zložka
koostisaine,prísady
koostisosa,prísada
koostöö,spolupráca
koostööaldis,družstevné
koostööd tegema,spolupracovať
koostööleping,dohoda o spolupráci
koostöövalmis,družstevné
koosviibimine,dať dohromady
koot,cep
kootangens,kotangens
kootud,tkaný
kopaal,Copal
kopeerija,imitátor
kopeerima,kópie
kopeerimine,kopírovanie
kopeeriv,kopírovanie
kopeerpaber,kopírovací papier
koperdama,tápať o
kopikas,kopejky
kopitama,zatuchnutý
kopitanud,plesnivý
kopp,vedro
koppel,spojka
kopra,kopra
kopranahk,bobrová koža
kopranahkne müts,boborský klobúk
koproliit,koproliit
kops,pľúca
kopsakas,hromotlucký
kopskala,celková stupnica
kopsud,pľúca
kopsutoru,pľúcna trubica
kopter,vrtuľník
kopulatsioon,párenie
koputaja,klopadlo
koputajad,pre partnerov
koputi,klopadlo
koputus,čakať na volanie
koraal,chorál
korall,koralový
korallrahu,koralový útes
korallriff,koralový útes
kord,čas
kord aastas,raz ročne
kord kahe kuu jooksul,raz za dva mesiace
kord kvartalis,štvrťročné
kord sajandis esinev,raz za storočie
korda,čas
korda ajama,opraviť veci
korda saatma,urobiť to
korda seadma,opraviť to
korda tegema,opraviť to
kordaja,repeater
kordama,opakovať
kordategemine,dohody
kordav,reduplicative
kordieriit,kordieriit
kordiit,kordit
kordisti,multiplikátor
kordne,násobok
kordon,kordón
kordsus,mnohorakosť
kordus,opakovať
korduskatse,opakovanie
korduv,opakovala
korduv põhjuseta puudumine,opakovaná neprítomnosť bez príčiny
korduva meloodiaga muusika,hudba s opakujúcou sa melódiou
korduvalt,opakovane
korduvkasutama,na opakované použitie
korduvkasutatav,na opakované použitie
korduvkasutusega,na opakované použitie
korea keel,kórejský
korealane,kórejský
koreograaf,choreograf
koreograafia,choreografie
koreograafiline,choreografie
korgitser,vývrtka
koriander,koriander
koriandrilehed,listy koriandra
koridor,chodba
korin,dunenie
korint,ríbezle
korisema,bublanie
korisev,svižný
koristaja,žacie stroj
koristama,vyčistiť
korjandus,zbierka
korjus,mŕtvola
kork,viečko
kornea,rohovky
kornet,kornet
korporatiivne,právnických
korporatsioon,sesterstva
korpulentne,korpulentní
korpulentsus,tučnota
korpus,zbor
korpuskul,teliesko
korpuskulaarne,korpuskulárnej
korra loomine,vytvorenie objednávky
korra-,pravidelný
korraga,naraz
korrakohane,sanitár
korrakohaselt,postupy
korral,udalosť
korralagedus,zmätok
korraldaja,organizátor
korraldama,usporiadať
korraldamine,management
korraldus,organizácie
korrale kutsuma,zavolať
korralik,slušný
korralikult,správne
korralikult rõivastuma,správne sa obliecť
korraline,obyčajný
korrapära,usporiadanosť
korrapärane,pravidelný
korrapäraseks tegema,pravidelná práca
korrapäraselt,pravidelne
korrapäratu,nepravidelný
korrapäratult,nepravidelne
korrapäratus,náhodnosť
korrarikkumine,povstanie
korras,dobre
korras hoidmine,údržba
korrast ära,mimo prevádzky
korrastama,upratať
korrastamata,neusporiadaný
korrastus,uvedení v poradí
korratavus,opakovateľnosť
korratu,neporiadny
korratu ja lärmav mass,nepokojná a hlučná hmota
korratu punt,nepokojný punt
korratu põgenemine,neusporiadaný útek
korratuks muutuma,byť neusporiadaný
korratus,neporiadok
korrektne,korektné
korrektsus,pravidelnosť
korrektuur,oprava
korrelaat,korelujú
korrelatsioon,korelácia
korreleeruma,korelujú s
korrespondent,korešpondent
korrespondents,korešpondencie
korrigeerima,nastaviť
korrigeerimatu,korigovať
korrodeeruma,korodovať
korrosioon,korózie
korrumpeerunud,skazený
korruptiivne,skazený
korruptsioon,korupcia
korruptsioonist puutumatu,nedotknuté korupciou
korrus,podlaha
korrutaja,multiplikátor
korrutama,násobiť
korrutamine,násobenie
korrutatav,násobenec
korrutis,výrobok
korrutustabel,násobiaca tabuľka
korsaar,korzár
korsaaž,korsaaž
korsett,korzet
korsika,Korzičan
korsiklane,Korzičan
korsten,komín
korter,byt
kortik,ramienko
korts,vráska
kortsu vajuma,pokles vrások
kortsuma,záhyb
kortsumiskindlus,odolnosť proti pokrčeniu
kortsus,pokrčený
kortsutama,pokrčiť
kortsutatud,skrútené
korv,košík
korv-,prútený
korvama,kompenzovať
korvett,opaľovanie
korvipaju,vŕba
korvpall,basketball
korvpallisärk,basketbalové tričko
korvpallur,basketbalový hráč
korvpudel,demižón
korvõieline,korvõieline
kosilane,nápadník
kosk,vodopád
kosmeetik,kozmetička
kosmeetika,kozmetika
kosmeetikakarp,kozmetický box
kosmeetikavahendid,kozmetika
kosmeetiline,kozmetický
kosmiline,kozmický
kosmoloogia,kozmológie
kosmonaut,kozmonaut
kosmonautika,astronautika
kosmopoliit,kozmopolita
kosmopoliitne,kozmopolitný
kosmos,priestoru
kosmoselaev,kozmická loď
kosmosesüstik,raketoplán
kost,kosť
kostariika,Kostarika
kostariikalane,Kostarika
kostiline,stravník
kostitama,obliecť sa
kostja,odporca
kostja pool,odporca
kostja vastus,odpoveď odporcu
kostumine,môže byť vypočutý
kostümeerija,kostýmný dizajnér
kostüüm,kostým
kosuma,získať späť
kosumine,zotavenie
kosutama,osviežiť
kosutav,osviežujúci
kosutus,zotavenie
kotedž,chata
koteering,citát
kotike,sáčok
kotiriie,bytový textil
kotkas,orol
kott,sáčok
kotti panema,vložte do tašky
kottis,vydutý
kottpime,v tme
kouss,Koussi
kovalentne,kovalentná
kovalents,kovalentná väzba
kraabits,hrable
kraad,stupeň
kraadijaotised,divízie titulov
kraadiklaas,stupňa sklo
kraaksatus,krakovania
kraaksuma,kvákať
kraam,vec
kraan,kohútik
kraana,žeriav
kraananool,žeriavová šípka
kraanikauss,umývadlo
kraanisegisti,zmiešavací ventil
kraanivesi,voda z vodovodu
kraapima,škrípanie
kraapimine,škrabanie
kraasija,mykací stroj
kraasima,mykací stroj
kraat,hučanie
kraater,kráter
kraaton,zoznam sheilds
kraav,priekopa
kraavihall,priekopa šedá
kraavitama,priekopa
krabama,urvat
krabav,krabav
krabi,krab
krabin,praskanie
krabisema,praskanie
krabisev,praskanie
krabistama,búchať
krae,golier
krahh,havárie
krahmama,hrabal
krahv,gróf
krahvinna,grófka
krahvkond,grófstva
krakleerima,prasknúť
krambid,kŕče
kramp,petlice
kramplik,kŕčovitý
krants,kujón
krapp,Krapp
kratsima,škrabanec
kreatiin,kreatín
krediit,úver
krediitarve,kreditný účet
krediitkaart,kreditná karta
kreebu,kreebu
kreeditor,veriteľ
kreedo,krédo
kreeka,grécko
kreeka keel,grécky
kreeklane,grécky
kreem,krém
kreemikas,krém
kreemikook,krémový koláč
kreemjas,smotanový
kreen,päta
kreeni minema,päta ísť
kreeta,Kréta
kreetalane,Kréťania
kreissaag,kriedová píla
krematoorium,krematórium
krematsioon,kremácia
kremeerima,krematória
kreool,kreolský
kreooli,Creole
krepp,krep
kress,žerucha
kretiin,kretén
krevett,garnát
kribuline,morousovitý
krigin,škrípať
krigisema,vŕzganie
krigisev,vŕzganie
krigistama,škrípať
krihv,rozčuľovať sa
krihvel,sadrokartón
kriibitud,odretý
